date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:45:47	275740/275740	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/style-987f0d3d34490fe48d7f7f71b076a32d.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/style-987f0d3d34490fe48d7f7f71b076a32d.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:48	117828/117828	---MCZ	200	added ('OK')	text/css	date:Tue,%2011%20May%202021%2004:17:05%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.2.3	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/css/frontend.mine5ca.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:48	2238/2238	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-4-91fc61352612ed369a9b009b900b544d.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-4-91fc61352612ed369a9b009b900b544d.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:49	5332/5332	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/assets/css/libs/magnific-popup-e15e547a08f0c29245b74dfeb538acee.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/assets/css/libs/magnific-popup-e15e547a08f0c29245b74dfeb538acee.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:49	6841/6841	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:26%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/css/libs/tooltipster.bundle.min.css?ver=1.0.1	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/css/libs/tooltipster.bundle.minf269.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:50	17232/17232	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min21f9.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:50	18468/18468	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.2.3	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/animations/animations.mine5ca.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:51	210882/210882	---MCZ	200	added ('OK')	text/css	date:Thu,%2013%20May%202021%2006:58:58%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.2.2	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor-pro/assets/css/frontend.minee9a.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:51	59344/59344	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.2.3	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mine5ca.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:52	26702/26702	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.2.3	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mine5ca.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:52	10586/10586	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/global-1d97641d82b34144c94f765a3a8b49df.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/global-1d97641d82b34144c94f765a3a8b49df.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:52	75456/75456	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-14-12a112dad9e9ea90cd159192e36b8906.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-14-12a112dad9e9ea90cd159192e36b8906.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:53	58/58	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/ba-book-everything/css/admin/babe-admin-elementor-82241d35fd8a815584858a40e12897f0.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/ba-book-everything/css/admin/babe-admin-elementor-82241d35fd8a815584858a40e12897f0.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:53	11767/11767	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-3655-86b46e81317f7503f83e09f8707ae1fc.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-3655-86b46e81317f7503f83e09f8707ae1fc.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:54	22170/22170	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-676-521f1c58a8ea81a3806ba1ba73db222a.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-676-521f1c58a8ea81a3806ba1ba73db222a.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:54	40527/40527	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Jun%202021%2000:49:49%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/assets/css/base/elementor-58628732951896c52f0a3a7e23264fc9.css	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/assets/css/base/elementor-58628732951896c52f0a3a7e23264fc9.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:55	159/159	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:26%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/themes/demo-child/style.css?ver=1.0.0	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/themes/demo-child/style8a54.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:55	57912/57912	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.1	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min9e0b.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:55	669/669	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min9e0b.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:56	675/675	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.1	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min9e0b.css	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:56	89496/89496	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2007%20Jun%202021%2010:09:10%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-includes/js/jquery/jquery.min9d52.js	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:56	210150/210150	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Apr%202021%2001:34:55%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2_bg-1-1.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2_bg-1-1.jpg	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:57	200806/200806	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Apr%202021%2001:34:58%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2_bg-2-1.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2_bg-2-1.jpg	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:57	91784/91784	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Apr%202021%2002:53:08%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-1.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-1.jpg	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:57	114198/114198	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Apr%202021%2002:53:09%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-2.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-2.jpg	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:57	90950/90950	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Apr%202021%2002:53:11%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-3.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-3.jpg	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:57	90449/90449	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Apr%202021%2002:53:12%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-4.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/revslider_h2-1_img-4.jpg	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:58	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260d21643-4d7%22	https://demo2.wpopal.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2.wpopal.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:59	1627158/1627158	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2029%20Jun%202021%2000:49:44%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/11fc9b38fc584dfa7c50ce064228b4a6.js	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/11fc9b38fc584dfa7c50ce064228b4a6.js	(from https://demo2.wpopal.com/rominal/home-2/)
00:45:59	7006/7006	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:24%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_444444_256x240.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/jquery-ui.min.css?ver=1.12.1)
00:46:00	7001/7001	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:24%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_555555_256x240.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/jquery-ui.min.css?ver=1.12.1)
00:46:00	6313/6313	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:24%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_ffffff_256x240.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/jquery-ui.min.css?ver=1.12.1)
00:46:01	4632/4632	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:24%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_777620_256x240.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/jquery-ui.min.css?ver=1.12.1)
00:46:01	4632/4632	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:24%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_cc0000_256x240.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/jquery-ui.min.css?ver=1.12.1)
00:46:02	7013/7013	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:24%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/img/ui-icons_777777_256x240.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/ba-book-everything/css/jquery-ui.min.css?ver=1.12.1)
00:46:03	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/revslider/public/assets/css/rs6-b3a5f5aa49e38d39c3dcc4a09321c1ff.css)
00:46:04	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/revslider/public/assets/css/rs6-b3a5f5aa49e38d39c3dcc4a09321c1ff.css)
00:46:04	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/revslider/public/assets/css/rs6-b3a5f5aa49e38d39c3dcc4a09321c1ff.css)
00:46:05	71/71	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/revslider/public/assets/css/rs6-b3a5f5aa49e38d39c3dcc4a09321c1ff.css)
00:46:06	90/90	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/revslider/public/assets/css/rs6-b3a5f5aa49e38d39c3dcc4a09321c1ff.css)
00:46:06	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Apr%202021%2007:31:25%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/plugins/revslider/public/assets/css/rs6-b3a5f5aa49e38d39c3dcc4a09321c1ff.css)
00:46:06	31047/31047	---M--	200	added ('OK')	image/png	date:Mon,%2017%20May%202021%2003:03:54%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/images/404/404_bg.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/images/404/404_bg.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/style-987f0d3d34490fe48d7f7f71b076a32d.css)
00:46:07	976/976	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Apr%202021%2007:31:26%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/images/base/select_arrow.png	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/images/base/select_arrow.png	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/style-987f0d3d34490fe48d7f7f71b076a32d.css)
00:46:07	3935/3935	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Apr%202021%2007:31:26%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/images/slick/ajax-loader.gif	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/themes/rominal/assets/images/slick/ajax-loader.gif	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/themes/rominal/style-987f0d3d34490fe48d7f7f71b076a32d.css)
00:46:08	161965/161965	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Apr%202021%2004:15:42%20GMT	https://demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/h2_bg-1.jpg	C:/My%20Web%20Sites/restaurant%20reservation%20system%20template/demo2wpopal.b-cdn.net/rominal/wp-content/uploads/2021/04/h2_bg-1.jpg	(from https://demo2wpopal.b-cdn.net/rominal/wp-content/cache/min/1/rominal/wp-content/uploads/elementor/css/post-14-12a112dad9e9ea90cd159192e36b8906.css)
